NP_001355814	NM_001368885
NP_116204	NM_032815
NP_115685	NM_032309
NP_001349988	NM_001363059
NP_002636	NM_002645
NP_001096084	NM_001102614
NP_003513	NM_003522
NP_001354162	NM_001367233
NP_940897	NM_198495
NP_001157876	NM_001164404
NP_004479	NM_004488
NP_001376249	NM_001389320
NP_001380745	NM_001393816
NP_000045	NM_000054
NP_001093634	NM_001100164
NP_783862	NM_175735
NP_037488	NM_013356
NP_001308032	NM_001321103
NP_001358269	NM_001371340
NP_001008396	NM_001008395
NP_598194	NM_133510
NP_001289686	NM_001302757
NP_001095139	NM_001101669
NP_620169	NM_138814
NP_775919	NM_173648
NP_001129261	NM_001135789
NP_808760	NM_177925
NP_005437	NM_005446
NP_055937	NM_015122
NP_001369454	NM_001382525
NP_001364250	NM_001377321
NP_001028203	NM_001033031
NP_060659	NM_018189
NP_001004461	NM_001004461
NP_001028849	NM_001033677
NP_001091879	NM_001098409
NP_003510	NM_003519
NP_001185885	NM_001198956
NP_001157734	NM_001164262
NP_001380914	NM_001393985
NP_055686	NM_014871
NP_001316143	NM_001329214
NP_066191	NM_020981
NP_001071062	NM_001077594
NP_001138486	NM_001145014
NP_001373752	NM_001386823
NP_001128119	NM_001134647
NP_001345618	NM_001358689
NP_001353051	NM_001366122
NP_115704	NM_032328
NP_001357623	NM_001370694
NP_001005202	NM_001005202
NP_001129028	NM_001135556
NP_001001923	NM_001001923
NP_001369483	NM_001382554
NP_001381083	NM_001394154
NP_001001974	NM_001001974
NP_060788	NM_018318
NP_001362496	NM_001375567
NP_110422	NM_030795
NP_254280	NM_033445
NP_001230368	NM_001243439
NP_001139811	NM_001146339
NP_689675	NM_152462
NP_777578	NM_174918
NP_001381882	NM_001394953
NP_001091883	NM_001098413
NP_001094093	NM_001100623
NP_001129706	NM_001136234
NP_001157897	NM_001164425
NP_001380321	NM_001393392
NP_001380915	NM_001393986
NP_071904	NM_022459
NP_001034786	NM_001039697
NP_057336	NM_016252
NP_001073917	NM_001080448
NP_001004733	NM_001004733
NP_783629	NM_175698
NP_001304971	NM_001318042
NP_001352957	NM_001366028
NP_001138490	NM_001145018
NP_001005174	NM_001005174
NP_061953	NM_019080
NP_001343265	NM_001356336
NP_001381597	NM_001394668
NP_444252	NM_053024
NP_001005193	NM_001005193
NP_001034637	NM_001039548
NP_001167541	NM_001174070
NP_079423	NM_025147
NP_001311179	NM_001324250
NP_777565	NM_174905
NP_001381884	NM_001394955
NP_001381484	NM_001394555
NP_001376232	NM_001389303
NP_001001976	NM_001001976
NP_387504	NM_033655
NP_001332977	NM_001346048
NP_064693	NM_020297
NP_003976	NM_003985
NP_055736	NM_014921
NP_001005278	NM_001005278
NP_001478	NM_001487
NP_001091876	NM_001098406
NP_001381851	NM_001394922
NP_001121187	NM_001127715
NP_001073923	NM_001080454
NP_001381392	NM_001394463
NP_690000	NM_152787
NP_001124172	NM_001130700
NP_071343	NM_022060
NP_001381601	NM_001394672
NP_001381883	NM_001394954
NP_001153416	NM_001159944
NP_001338297	NM_001351368
NP_061140	NM_018670
NP_001372035	NM_001385106
NP_006639	NM_006648
NP_001099034	NM_001105564
NP_683878	NM_148977
NP_001381001	NM_001394072
NP_001365406	NM_001378477
NP_001381891	NM_001394962
NP_001317351	NM_001330422
NP_001091880	NM_001098410
NP_001310297	NM_001323368
NP_001138573	NM_001145101
NP_003511	NM_003520
NP_005519	NM_005528
NP_055390	NM_014575
NP_976046	NM_203301
NP_001186090	NM_001199161
NP_001317923	NM_001330994
NP_001381686	NM_001394757
NP_001071133	NM_001077665
NP_055796	NM_014981
NP_001135823	NM_001142351
NP_001099035	NM_001105565
NP_001137504	NM_001144032
NP_001380996	NM_001394067
NP_777605	NM_174945
NP_001381736	NM_001394807
NP_001269219	NM_001282290
NP_001381725	NM_001394796
NP_001138922	NM_001145450
NP_001308900	NM_001321971
NP_006506	NM_006515
NP_001002923	NM_001002923
NP_001380540	NM_001393611
NP_001092257	NM_001098787
NP_060682	NM_018212
NP_056188	NM_015373
NP_001334898	NM_001347969
NP_149118	NM_033127
NP_004666	NM_004675
NP_001354703	NM_001367774
NP_079093	NM_024817
NP_001344663	NM_001357734
NP_005354	NM_005363
NP_777592	NM_174932
NP_001177779	NM_001190850
NP_001308021	NM_001321092
NP_001380991	NM_001394062
NP_001353107	NM_001366178
NP_056496	NM_015681
NP_001380459	NM_001393530
NP_659427	NM_144990
NP_055857	NM_015042
NP_001005240	NM_001005240
NP_001243084	NM_001256155
NP_055681	NM_014866
NP_001157733	NM_001164261
NP_001381872	NM_001394943
NP_940931	NM_198529
NP_112587	NM_031297
NP_001381603	NM_001394674
NP_689647	NM_152434
NP_001352006	NM_001365077
NP_001381791	NM_001394862
NP_079527	NM_025251
NP_001380592	NM_001393663
NP_001186135	NM_001199206
NP_001364963	NM_001378034
NP_077004	NM_024099
NP_001140156	NM_001146684
NP_001182510	NM_001195581
NP_003517	NM_003526
NP_940880	NM_198478
NP_001339318	NM_001352389
NP_000687	NM_000696
NP_001341402	NM_001354473
NP_001361767	NM_001374838
NP_001077006	NM_001083537
NP_001004492	NM_001004492
NP_542402	NM_080671
NP_001342405	NM_001355476
NP_001380648	NM_001393719
NP_001381757	NM_001394828
NP_001269700	NM_001282771
NP_001369476	NM_001382547
NP_001092082	NM_001098612
NP_001354815	NM_001367886
NP_001269288	NM_001282359
NP_937784	NM_198141
NP_055779	NM_014964
NP_001158136	NM_001164664
NP_937824	NM_198181
NP_001381305	NM_001394376
NP_001136438	NM_001142966
NP_001269401	NM_001282472
NP_001009994	NM_001009994
NP_653172	NM_144571
NP_001156408	NM_001162936
NP_001376554	NM_001389625
NP_848516	NM_178429
NP_001092302	NM_001098832
NP_001341560	NM_001354631
NP_005131	NM_005140
NP_068597	NM_021825
NP_001122108	NM_001128636
NP_115740	NM_032364
NP_065928	NM_020877
NP_001380960	NM_001394031
NP_001355057	NM_001368128
NP_001380836	NM_001393907
NP_001263272	NM_001276343
NP_001338234	NM_001351305
NP_001129978	NM_001136506
NP_001010923	NM_001010923
NP_079402	NM_025126
NP_001073994	NM_001080525
NP_001139654	NM_001146182
NP_001138229	NM_001144757
NP_001124391	NM_001130919
NP_001230166	NM_001243237
NP_001094810	NM_001101340
NP_001317665	NM_001330736
NP_112590	NM_031300
NP_061122	NM_018652
NP_054761	NM_014042
NP_001375127	NM_001388198
NP_001243677	NM_001256748
NP_001006118	NM_001006118
NP_001365529	NM_001378600
NP_001337534	NM_001350605
NP_001365352	NM_001378423
NP_001378835	NM_001391906
NP_001002847	NM_001002847
NP_001380926	NM_001393997
NP_149123	NM_033132
NP_001352935	NM_001366006
NP_001375394	NM_001388465
NP_001353473	NM_001366544
NP_066971	NM_021148
NP_001291737	NM_001304808
NP_001091878	NM_001098408
NP_001354904	NM_001367975
NP_001382426	NM_001395497
NP_898885	NM_183062
NP_003575	NM_003584
NP_001382431	NM_001395502
NP_001355171	NM_001368242
NP_001382429	NM_001395500
NP_001361586	NM_001374657
NP_001382435	NM_001395506
NP_940881	NM_198479
NP_001382434	NM_001395505
NP_001229855	NM_001242926
NP_001229857	NM_001242928
NP_001229856	NM_001242927
NP_001284542	NM_001297613
NP_001317963	NM_001331034
NP_067011	NM_021188
NP_001229854	NM_001242925
NP_116082	NM_032693
NP_001362580	NM_001375651
NP_001229853	NM_001242924
NP_001362581	NM_001375652
NP_055673	NM_014858
NP_001284540	NM_001297611
NP_689528	NM_152315
NP_001182085	NM_001195156
NP_057311	NM_016227
NP_001267490	NM_001280561
NP_001269680	NM_001282751
NP_001305454	NM_001318525
NP_001269679	NM_001282750
NP_001357633	NM_001370704
NP_055098	NM_014283
NP_001351618	NM_001364689
NP_001264253	NM_001277324
NP_663627	NM_145652
NP_001034592	NM_001039503
NP_001382460	NM_001395531
NP_001382455	NM_001395526
NP_001291762	NM_001304833
NP_001382463	NM_001395534
NP_001382461	NM_001395532
NP_001382467	NM_001395538
NP_001382470	NM_001395541
NP_001382451	NM_001395522
NP_001382459	NM_001395530
NP_001382454	NM_001395525
NP_001382462	NM_001395533
NP_001382450	NM_001395521
NP_001382457	NM_001395528
NP_001382466	NM_001395537
NP_001382448	NM_001395519
NP_001382458	NM_001395529
NP_001382472	NM_001395543
NP_001382449	NM_001395520
NP_001382464	NM_001395535
NP_001382456	NM_001395527
NP_001382465	NM_001395536
NP_001382453	NM_001395524
NP_001382468	NM_001395539
NP_065780	NM_020729
NP_001382469	NM_001395540
NP_001353712	NM_001366783
NP_001382452	NM_001395523
NP_001382471	NM_001395542
NP_001007023	NM_001007022
NP_001382473	NM_001395544
NP_001171695	NM_001184766
NP_006221	NM_006230
NP_001004312	NM_001004312
NP_001171694	NM_001184765
NP_001350458	NM_001363529
NP_001353713	NM_001366784
NP_848550	NM_178455
NP_001243808	NM_001256879
NP_001157943	NM_001164471
NP_001353708	NM_001366779
NP_653326	NM_144725
NP_001353711	NM_001366782
NP_001120690	NM_001127218
NP_001073956	NM_001080487
NP_001372638	NM_001385709
NP_001281257	NM_001294328
NP_001308810	NM_001321881
NP_056505	NM_015690
NP_001308811	NM_001321882
NP_001230242	NM_001243313
NP_001356352	NM_001369423
NP_078911	NM_024635
NP_944606	NM_198924
NP_835226	NM_178125
NP_001304744	NM_001317815
NP_942150	NM_198853
NP_001268379	NM_001281450
NP_001268380	NM_001281451
NP_001103129	NM_001109659
NP_001340308	NM_001353379
NP_001103130	NM_001109660
NP_001004323	NM_001004323
NP_001157869	NM_001164397
NP_001008778	NM_001008778
NP_001076593	NM_001083124
NP_001353710	NM_001366781
NP_001316996	NM_001330067
NP_000504	NM_000513
NP_001284492	NM_001297563
NP_009146	NM_007215
NP_001342068	NM_001355139
NP_005697	NM_005706
NP_001284589	NM_001297660
NP_001136073	NM_001142601
NP_001380511	NM_001393582
NP_001380510	NM_001393581
NP_001380513	NM_001393584
NP_001380512	NM_001393583
NP_066278	NM_020998
NP_001284590	NM_001297661
NP_001136074	NM_001142602
NP_892010	NM_182965
NP_001284588	NM_001297659
NP_001380514	NM_001393585
NP_068807	NM_021972
NP_001284587	NM_001297658
NP_859528	NM_181744
NP_059127	NM_017431
NP_001382479	NM_001395550
NP_001382480	NM_001395551
NP_001382481	NM_001395552
NP_001009813	NM_001009813
NP_001007467	NM_001007466
NP_001287988	NM_001301059
NP_001333077	NM_001346148
NP_001070254	NM_001076786
NP_064545	NM_020160
NP_001264021	NM_001277092
NP_064630	NM_020245
NP_001359034	NM_001372105
NP_001342338	NM_001355409
NP_004789	NM_004798
NP_001362801	NM_001375872
NP_001353325	NM_001366396
NP_001341914	NM_001354985
NP_055566	NM_014751
NP_001231	NM_001240
NP_001229712	NM_001242783
NP_003218	NM_003227
NP_001293022	NM_001306093
NP_079185	NM_024909
NP_001243504	NM_001256575
NP_001029030	NM_001033858
NP_783852	NM_175725
NP_077285	NM_024309
NP_001026892	NM_001031722
NP_001365302	NM_001378373
NP_001034750	NM_001039661
NP_006139	NM_006148
NP_001356028	NM_001369099
NP_001311152	NM_001324223
NP_680482	NM_148177
NP_000555	NM_000564
NP_000622	NM_000631
NP_001305706	NM_001318777
NP_001333521	NM_001346592
NP_001356026	NM_001369097
NP_002940	NM_002949
NP_001269135	NM_001282206
NP_001035918	NM_001042453
NP_001350752	NM_001363823
NP_001265571	NM_001278642
NP_001308259	NM_001321330
NP_001308258	NM_001321329
NP_116238	NM_032849
NP_001289052	NM_001302123
NP_001290028	NM_001303099
NP_001364888	NM_001377959
NP_001362793	NM_001375864
NP_005155	NM_005164
NP_001356996	NM_001370067
NP_001193942	NM_001207013
NP_001369692	NM_001382763
NP_001107	NM_001116
NP_789847	NM_176871
NP_001337418	NM_001350489
NP_115557	NM_032181
NP_004981	NM_004990
NP_001840	NM_001849
NP_001363168	NM_001376239
NP_000233	NM_000242
NP_660278	NM_145235
NP_004398	NM_004407
NP_001337559	NM_001350630
NP_001309114	NM_001322185
NP_861440	NM_181775
NP_001350731	NM_001363802
NP_001353319	NM_001366390
NP_001363182	NM_001376253
NP_000083	NM_000092
NP_001364158	NM_001377229
NP_001128620	NM_001135148
NP_001308049	NM_001321120
NP_001308711	NM_001321782
NP_001309739	NM_001322810
NP_001342365	NM_001355436
NP_938151	NM_198337
NP_478136	NM_058229
NP_001337896	NM_001350967
NP_003307	NM_003316
NP_001380826	NM_001393897
NP_000701	NM_000710
NP_001350294	NM_001363365
NP_008946	NM_007015
NP_001302462	NM_001315533
NP_001373029	NM_001386100
NP_000245	NM_000254
NP_001338592	NM_001351663
NP_001337421	NM_001350492
NP_057075	NM_015991
NP_001001894	NM_001001894
NP_001258349	NM_001271420
NP_000164	NM_000173
NP_079202	NM_024926
NP_001177718	NM_001190789
NP_689645	NM_152432
NP_938022	NM_198281
NP_001278945	NM_001292016
NP_001001584	NM_001001584
NP_001230028	NM_001243099
NP_001374631	NM_001387702
NP_001177723	NM_001190794
NP_001363398	NM_001376469
NP_001363167	NM_001376238
NP_001035047	NM_001039958
NP_057624	NM_016540
NP_001350811	NM_001363882
NP_001309017	NM_001322088
NP_899233	NM_183377
NP_006005	NM_006014
NP_001284693	NM_001297764
NP_112217	NM_030955
NP_001307798	NM_001320869
NP_003121	NM_003130
NP_001354874	NM_001367945
NP_001363174	NM_001376245
NP_001350226	NM_001363297
NP_001311151	NM_001324222
NP_001257383	NM_001270454
NP_001361663	NM_001374734
NP_037378	NM_013246
NP_057297	NM_016213
NP_001155855	NM_001162383
NP_001354539	NM_001367610
NP_001290362	NM_001303433
NP_001363395	NM_001376466
NP_001185727	NM_001198798
NP_001908	NM_001917
NP_001353459	NM_001366530
NP_001340865	NM_001353936
NP_001273004	NM_001286075
NP_001337417	NM_001350488
NP_001264984	NM_001278055
NP_001362805	NM_001375876
NP_775628	NM_173452
NP_001350225	NM_001363296
NP_079324	NM_025048
NP_775489	NM_173353
NP_001353320	NM_001366391
NP_710142	NM_153676
NP_000424	NM_000433
NP_001073380	NM_001079911
NP_113630	NM_031442
NP_001374624	NM_001387695
NP_001353457	NM_001366528
NP_001380418	NM_001393489
NP_001380415	NM_001393486
NP_001268677	NM_001281748
NP_006022	NM_006031
NP_001337039	NM_001350110
NP_001264007	NM_001277078
NP_001337420	NM_001350491
NP_001275558	NM_001288629
NP_001372936	NM_001386007
NP_001374615	NM_001387686
NP_006030	NM_006039
NP_982298	NM_203472
NP_536347	NM_080422
NP_001257382	NM_001270453
NP_001001582	NM_001001582
NP_001337419	NM_001350490
NP_001353616	NM_001366687
NP_001264006	NM_001277077
NP_038202	NM_013416
NP_001350228	NM_001363299
NP_002506	NM_002515
NP_055115	NM_014300
NP_003844	NM_003853
NP_004311	NM_004320
NP_001137159	NM_001143687
NP_660357	NM_145314
NP_001001419	NM_001001419
NP_001275559	NM_001288630
NP_004771	NM_004780
NP_001229697	NM_001242768
NP_001128504	NM_001135032
NP_065744	NM_020693
NP_079411	NM_025135
NP_001362804	NM_001375875
NP_001345440	NM_001358511
NP_001356021	NM_001369092
NP_001369693	NM_001382764
NP_001035917	NM_001042452
NP_001001574	NM_001001574
NP_689729	NM_152516
NP_001337041	NM_001350112
NP_001374620	NM_001387691
NP_060919	NM_018449
NP_000374	NM_000383
NP_073737	NM_022826
NP_588614	NM_133373
NP_001356036	NM_001369107
NP_443189	NM_052957
NP_001311441	NM_001324512
NP_116262	NM_032873
NP_001241881	NM_001254952
NP_001309020	NM_001322091
NP_001363171	NM_001376242
NP_001363399	NM_001376470
NP_004850	NM_004859
NP_001656	NM_001665
NP_064555	NM_020170
NP_001308853	NM_001321924
NP_001116319	NM_001122847
NP_001365162	NM_001378233
NP_001350230	NM_001363301
NP_006272	NM_006281
NP_060958	NM_018488
NP_001036163	NM_001042698
NP_115605	NM_032229
NP_067643	NM_021630
NP_056363	NM_015548
NP_001362796	NM_001375867
NP_001365303	NM_001378374
NP_612367	NM_138358
NP_001273359	NM_001286430
NP_001371166	NM_001384237
NP_001350229	NM_001363300
NP_001096129	NM_001102659
NP_037486	NM_013354
NP_001293	NM_001302
NP_001305692	NM_001318763
NP_001356040	NM_001369111
NP_036387	NM_012255
NP_008954	NM_007023
NP_001177908	NM_001190979
NP_001291459	NM_001304530
NP_001363183	NM_001376254
NP_653186	NM_144585
NP_001374629	NM_001387700
NP_001289889	NM_001302960
NP_001161077	NM_001167605
NP_000502	NM_000511
NP_001305710	NM_001318781
NP_001229392	NM_001242463
NP_065759	NM_020708
NP_001369694	NM_001382765
NP_002030	NM_002039
NP_001276007	NM_001289078
NP_001355049	NM_001368120
NP_001365164	NM_001378235
NP_001026854	NM_001031684
NP_060610	NM_018140
NP_001020029	NM_001024858
NP_001350227	NM_001363298
NP_001229604	NM_001242675
NP_116052	NM_032663
NP_001351877	NM_001364948
NP_002819	NM_002828
NP_001317610	NM_001330681
NP_001362794	NM_001375865
NP_001284366	NM_001297437
NP_001309028	NM_001322099
NP_001030	NM_001039
NP_001357403	NM_001370474
NP_116279	NM_032890
NP_001356035	NM_001369106
NP_001317592	NM_001330663
NP_001363170	NM_001376241
NP_001358694	NM_001371765
NP_001374618	NM_001387689
NP_001309016	NM_001322087
NP_001001577	NM_001001577
NP_001028259	NM_001033087
NP_955468	NM_199436
NP_001353450	NM_001366521
NP_001363173	NM_001376244
NP_001139728	NM_001146256
NP_001001578	NM_001001578
NP_001171187	NM_001177716
NP_001128619	NM_001135147
NP_001374622	NM_001387693
NP_001269900	NM_001282971
NP_001357402	NM_001370473
NP_001284687	NM_001297758
NP_001356993	NM_001370064
NP_057315	NM_016231
NP_653184	NM_144583
NP_001337894	NM_001350965
NP_003573	NM_003582
NP_078966	NM_024690
NP_003034	NM_003043
NP_001018066	NM_001018056
NP_001304889	NM_001317960
NP_001353454	NM_001366525
NP_001268668	NM_001281739
NP_001310832	NM_001323903
NP_722582	NM_153840
NP_001338590	NM_001351661
NP_001363166	NM_001376237
NP_001001585	NM_001001585
NP_001171189	NM_001177718
NP_055136	NM_014321
NP_001229698	NM_001242769
NP_001269134	NM_001282205
NP_001278869	NM_001291940
NP_001353461	NM_001366532
NP_006480	NM_006489
NP_001374628	NM_001387699
NP_079216	NM_024940
NP_001295216	NM_001308287
NP_004431	NM_004440
NP_001258847	NM_001271918
NP_005533	NM_005542
NP_001333522	NM_001346593
NP_001365166	NM_001378237
NP_001345445	NM_001358516
NP_700357	NM_153378
NP_071450	NM_022167
NP_001269735	NM_001282806
NP_742017	NM_172020
NP_001308064	NM_001321135
NP_001356027	NM_001369098
NP_001229696	NM_001242767
NP_001350224	NM_001363295
NP_055887	NM_015072
NP_001258848	NM_001271919
NP_001167542	NM_001174071
NP_001316991	NM_001330062
NP_001317611	NM_001330682
NP_003950	NM_003959
NP_004908	NM_004917
NP_001362	NM_001371
NP_000082	NM_000091
NP_005611	NM_005620
NP_008945	NM_007014
NP_001167543	NM_001174072
NP_003440	NM_003449
NP_536348	NM_080423
NP_783853	NM_175726
NP_076970	NM_024065
NP_001011705	NM_001011705
NP_001356997	NM_001370068
NP_001374621	NM_001387692
NP_001309019	NM_001322090
NP_001001572	NM_001001572
NP_598375	NM_133636
NP_001138242	NM_001144770
NP_001353453	NM_001366524
NP_057333	NM_016249
NP_001356017	NM_001369088
NP_001243241	NM_001256312
NP_001353460	NM_001366531
NP_000419	NM_000428
NP_001369688	NM_001382759
NP_006785	NM_006794
NP_001139729	NM_001146257
NP_803876	NM_177532
NP_036308	NM_012176
NP_001006641	NM_001006640
NP_859071	NM_181720
NP_057626	NM_016542
NP_001284686	NM_001297757
NP_036214	NM_012082
NP_001356037	NM_001369108
NP_001349765	NM_001362836
NP_001362803	NM_001375874
NP_001356029	NM_001369100
NP_001353455	NM_001366526
NP_005019	NM_005028
NP_004751	NM_004760
NP_000990	NM_000999
NP_001248365	NM_001261436
NP_001364157	NM_001377228
NP_001138908	NM_001145436
NP_001243505	NM_001256576
NP_001258850	NM_001271921
NP_001356015	NM_001369086
NP_001159585	NM_001166113
NP_006482	NM_006491
NP_001116320	NM_001122848
NP_689343	NM_152219
NP_001307632	NM_001320703
NP_005700	NM_005709
NP_001337416	NM_001350487
NP_006059	NM_006068
NP_612422	NM_138413
NP_001129504	NM_001136032
NP_001001438	NM_001001438
NP_001001575	NM_001001575
NP_068370	NM_021724
NP_001036162	NM_001042697
NP_001308669	NM_001321740
NP_001363172	NM_001376243
NP_001340866	NM_001353937
NP_001311148	NM_001324219
NP_787103	NM_175907
NP_689886	NM_152673
NP_001265543	NM_001278614
NP_001361658	NM_001374729
NP_001374633	NM_001387704
NP_001264771	NM_001277842
NP_001374632	NM_001387703
NP_001354833	NM_001367904
NP_001363400	NM_001376471
NP_003588	NM_003597
NP_001121123	NM_001127651
NP_001099013	NM_001105543
NP_001362799	NM_001375870
NP_001278762	NM_001291833
NP_996816	NM_206933
NP_001290345	NM_001303416
NP_001308710	NM_001321781
NP_003969	NM_003978
NP_001350804	NM_001363875
NP_001309027	NM_001322098
NP_055761	NM_014946
NP_001337040	NM_001350111
NP_001191388	NM_001204459
NP_001353449	NM_001366520
NP_001353452	NM_001366523
NP_002182	NM_002191
NP_008846	NM_006915
NP_001001323	NM_001001323
NP_001369691	NM_001382762
NP_857635	NM_181652
NP_001369690	NM_001382761
NP_060835	NM_018365
NP_997006	NM_207123
NP_001001567	NM_001001567
NP_775293	NM_173201
NP_001276006	NM_001289077
NP_001374617	NM_001387688
NP_001333519	NM_001346590
NP_060697	NM_018227
NP_001309029	NM_001322100
NP_071932	NM_022487
NP_001159684	NM_001166212
NP_005272	NM_005281
NP_005894	NM_005903
NP_955456	NM_199424
NP_001356018	NM_001369089
NP_001311440	NM_001324511
NP_060716	NM_018246
NP_001333523	NM_001346594
NP_001363175	NM_001376246
NP_068808	NM_021973
NP_116559	NM_032941
NP_116258	NM_032869
NP_001269138	NM_001282209
