NM_002495	O43181	NDUFS4
NM_018284	Q9H0R5	GBP3
NM_005528	Q9NNZ3	DNAJC4
NM_005711	O43854	EDIL3
NM_021198	Q9GZU7	CTDSP1
NM_001304359	P98088	MUC5AC
NM_001199799	Q86SU0	ILDR1
NM_001129994	Q96SI1	KCTD15
NM_001242903	Q92667	AKAP1
NM_001013649	Q2NKX9	C2orf68
NM_001013638	Q96S07	PRR25
NM_006893	P41214	EIF2D
NM_002043	P28476	GABRR2
NM_001134232	Q9NUM4	TMEM106B
NM_014448	Q5VV41	ARHGEF16
NM_012433	O75533	SF3B1
NM_203349	Q6S5L8	SHC4
NM_001351622	A0A1B0GTC6	C3orf85
NM_001378127	Q5HYK7	SH3D19
NM_005583	P12980	LYL1
NM_012473	Q99757	TXN2
NM_006938	P62314	SNRPD1
NM_018451	Q9HC77	CENPJ
NM_145207	Q8NB90	SPATA5
NM_015540	Q9BWH6	RPAP1
NM_025158	Q96T51	RUFY1
NM_005038	Q08752	PPID
NM_017693	Q86UB2	BIVM
NM_001287443	Q6IE81	JADE1
NM_016052	Q9Y3B9	RRP15
NM_001306	O15551	CLDN3
NM_152562	Q69YH5	CDCA2
NM_001005518	A6NJZ3	OR6C65
NM_005451	Q9NR12	PDLIM7
NM_212554	Q5JPI9	EEF1AKMT2
NM_007363	Q15233	NONO
NM_001001325	Q6IE38	SPINK14
NM_153811	Q8IZM9	SLC38A6
NM_007024	Q12893	TMEM115
NM_001142405	Q96N28	PRELID3A
NM_015629	Q8WWY3	PRPF31
NM_021927	Q8N442	GUF1
NM_004751	O95395	GCNT3
NM_021796	Q9HBJ0	PLAC1
NM_001008269	A2RUT3	TMEM89
NM_003265	O15455	TLR3
NM_006110	O95400	CD2BP2
NM_006998	O76038	SCGN
NM_005869	Q6UX04	CWC27
NM_001318809	Q9P0N9	TBC1D7
NM_001195228	Q9BSJ6	PIMREG
NM_001105573	P0C2W1	FBXO45
NM_178570	Q86UN3	RTN4RL2
NM_001001918	Q8NHC7	OR14C36
NM_030809	Q9H175	CSRNP2
NM_020928	Q9HCJ5	ZSWIM6
NM_018656	Q7Z769	SLC35E3
NM_006136	P47755	CAPZA2
NM_013326	Q96DM3	RMC1
NM_020317	Q9BUV0	RSRP1
NM_001001915	Q8NGZ5	OR2G2
NM_013301	Q9BWC9	CCDC106
NM_203454	Q8WW27	APOBEC4
NM_006420	Q9Y6D5	ARFGEF2
NM_002903	P35243	RCVRN
NM_033201	Q96MC5	BMERB1
NM_198451	Q6PJQ5	FOXR2
NM_004301	O96019	ACTL6A
NM_024876	Q96D53	COQ8B
NM_053055	Q5T1C6	THEM4
NM_053056	P24385	CCND1
NM_139199	Q9H0E9	BRD8
NM_001029881	A0PJX0	CIB4
NM_004867	O43736	ITM2A
NM_001083963	Q9Y2W6	TDRKH
NM_006407	O75915	ARL6IP5
NM_032194	Q9H7B2	RPF2
NM_005543	P51460	INSL3
NM_007181	Q92918	MAP4K1
NM_009590	O75106	AOC2
NM_002388	P25205	MCM3
NM_014232	P63027	VAMP2
NM_001358683	Q53H64	ANKRD40CL
NM_014322	Q9H1Y3	OPN3
NM_015679	O95900	TRUB2
NM_001394	Q13115	DUSP4
NM_024339	Q86W42	THOC6
NM_002610	Q15118	PDK1
NM_020464	Q5SYE7	NHSL1
NM_001206993	Q96RI1	NR1H4
NM_014470	Q92730	RND1
NM_013271	Q9UHG2	PCSK1N
NM_003934	Q96I24	FUBP3
NM_005582	Q99467	CD180
NM_001145199	Q8TAD7	OCC1
NM_025010	O94889	KLHL18
NM_001323414	P54886	ALDH18A1
NM_144718	Q8N0Z3	SPICE1
NM_001370348	Q92576	PHF3
NM_180991	Q6ZQN7	SLCO4C1
NM_001270989	Q6UW88	EPGN
NM_181612	Q3LI70	KRTAP19-6
NM_018410	Q8NCD3	HJURP
NM_018923	Q9Y5G2	PCDHGB2
NM_001145718	P0C2W7	CT47B1
NM_052904	Q96NJ5	KLHL32
NM_001385241	Q5TYM5	FAM72A
NM_001137671	B2RU33	POTEC
NM_024615	Q8N3A8	PARP8
NM_001286077	Q04323	UBXN1
NM_001113482	Q5VSG8	MANEAL
NM_001164829	Q8IVY1	C1orf210
NM_033544	A6NED2	RCCD1
NM_013363	Q9UKZ9	PCOLCE2
NM_001001664	Q6IQ16	SPOPL
NM_032233	Q86TU7	SETD3
NM_002263	Q9BW19	KIFC1
NM_007120	P22310	UGT1A4
NM_002558	P51575	P2RX1
NM_001099733	P18509	ADCYAP1
NM_001317810	Q96PB8	LRRC3B
NM_001317782	P62917	RPL8
NM_015527	Q4KMP7	TBC1D10B
NM_032038	Q9H2V7	SPNS1
NM_032016	O95772	STARD3NL
NM_015241	Q7RTP6	MICAL3
NM_014615	Q14687	GSE1
NM_004200	O43581	SYT7
NM_001077268	Q96K21	ZFYVE19
NM_201280	Q8TDH9	BLOC1S5
NM_004274	Q13023	AKAP6
NM_012435	P98077	SHC2
NM_013374	Q8WUM4	PDCD6IP
NM_004433	P78545	ELF3
NM_004598	Q08629	SPOCK1
NM_198999	P58743	SLC26A5
NM_001309426	A6NFA0	FAM205C
NM_024930	A1L3X0	ELOVL7
NM_016067	Q9Y3D5	MRPS18C
NM_014171	Q9P021	CRIPT
NM_000436	P55809	OXCT1
NM_001370660	Q13616	CUL1
NM_001122	Q99541	PLIN2
NM_017748	Q9NXE8	CWC25
NM_133263	Q86YN6	PPARGC1B
NM_024610	Q96EW2	HSPBAP1
NM_024329	Q96C19	EFHD2
NM_001195685	Q86Y78	LYPD6
NM_001365906	O95428	PAPLN
NM_006898	P31249	HOXD3
NM_004621	Q9Y210	TRPC6
NM_053004	Q9BYB4	GNB1L
NM_004874	O95429	BAG4
NM_001365613	Q9P2E9	RRBP1
NM_001252100	O75037	KIF21B
NM_004960	P35637	FUS
NM_024704	Q96L93	KIF16B
NM_001134398	P52735	VAV2
NM_002827	P18031	PTPN1
NM_006912	Q92963	RIT1
NM_005975	Q13882	PTK6
NM_198483	Q6ZNE9	RUFY4
NM_001004728	Q8NGJ0	OR5A1
NM_174983	Q6NUT3	MFSD12
NM_178449	Q96A98	PTH2
NM_018174	Q66K74	MAP1S
NM_001522	P51841	GUCY2F
NM_033114	Q8TBF4	ZCRB1
NM_006149	P56470	LGALS4
NM_030578	Q9BPU9	B9D2
NM_022911	Q9BXS9	SLC26A6
NM_000984	P62750	RPL23A
NM_004337	Q9Y236	OSGIN2
NM_001017969	Q5HYC2	KIAA2026
NM_170600	Q8N5H7	SH2D3C
NM_005274	P63218	GNG5
NM_001082486	Q96AP0	ACD
NM_005018	Q15116	PDCD1
NM_017846	Q9NX07	TRNAU1AP
NM_153370	Q6UXB8	PI16
NM_004425	Q16610	ECM1
NM_001004466	Q8NGA6	OR10H5
NM_020344	Q9UI40	SLC24A2
NM_145254	Q8WVE7	TMEM170A
NM_001278579	P27037	ACVR2A
NM_002411	Q13296	SCGB2A2
NM_138573	Q8WWG1	NRG4
NM_016587	Q13185	CBX3
NM_019048	Q9NWL6	ASNSD1
NM_032221	Q8TD26	CHD6
NM_001079514	Q9NPG3	UBN1
NM_181532	Q7Z444	ERAS
NM_001270764	Q7LFX5	CHST15
NM_001949	O00716	E2F3
NM_003367	Q15853	USF2
NM_052939	Q96P31	FCRL3
NM_015710	Q9NZM5	NOP53
NM_001172439	P21128	ENDOU
NM_001198895	Q03154	ACY1
NM_144969	Q96MV8	ZDHHC15
NM_054111	Q96PC2	IP6K3
NM_001354831	Q9UL59	ZNF214
NM_024911	Q5T9L3	WLS
NM_032017	Q8N2I9	STK40
NM_078474	Q9BRN9	TM2D3
NM_001316309	A6NE52	WDR97
NM_001365575	Q17RM4	CCDC142
NM_001025200	Q6GPI1	CTRB2
NM_002574	Q06830	PRDX1
NM_012322	Q9Y4Y9	LSM5
NM_019086	Q8N0Z9	VSIG10
NM_001349	P14868	DARS1
NM_001290553	Q96A54	ADIPOR1
NM_012228	Q9Y3D2	MSRB2
NM_024036	Q6PJG9	LRFN4
NM_177987	Q3ZCM7	TUBB8
NM_001005195	Q8NGG6	OR8B12
NM_022128	Q9H477	RBKS
NM_173856	Q8NFZ6	VN1R2
NM_005917	P40925	MDH1
NM_001323682	Q9GZP1	NRSN2
NM_005804	O00148	DDX39A
NM_000733	P07766	CD3E
NM_001097643	P59541	TAS2R30
NM_016569	O15119	TBX3
NM_194292	Q6UVJ0	SASS6
NM_001004743	Q8NGP3	OR5M9
NM_001318786	P13073	COX4I1
NM_000204	P05156	CFI
NM_001370472	Q9ULM6	CNOT6
NM_024066	O43414	ERI3
NM_207186	Q9H209	OR10A4
NM_182762	Q6ZN28	MACC1
NM_001902	P32929	CTH
NM_014643	Q92618	ZNF516
NM_177995	A2A3K4	PTPDC1
NM_001136200	Q96B45	BORCS7
NM_031454	Q9BVL4	SELENOO
NM_004687	Q9NYA4	MTMR4
NM_022740	Q9H2X6	HIPK2
NM_015957	Q96GX9	APIP
NM_054107	Q8NGS2	OR1J2
NM_018073	Q6AZZ1	TRIM68
NM_001348223	Q8NGB2	OR4C5
NM_003604	O14654	IRS4
NM_005215	P43146	DCC
NM_032160	Q8IZU8	DSEL
NM_001354159	O95573	ACSL3
NM_005055	Q13702	RAPSN
NM_032108	Q9H3T3	SEMA6B
NM_003743	Q15788	NCOA1
NM_001329903	P36955	SERPINF1
NM_014283	Q9UBS9	SUCO
NM_014330	O75807	PPP1R15A
NM_001317009	Q96NY7	CLIC6
NM_145255	Q7Z7H8	MRPL10
NM_004341	P27708	CAD
NM_013974	O95865	DDAH2
NM_003248	P35443	THBS4
NM_000687	P23526	AHCY
NM_173551	Q68DC2	ANKS6
NM_000726	O00305	CACNB4
NM_006750	Q13425	SNTB2
NM_006133	Q9Y4D2	DAGLA
NM_001130922	Q9UNT1	RABL2B
NM_018087	Q9BTX1	NDC1
NM_005693	Q13133	NR1H3
NM_177965	Q96NL8	C8orf37
NM_003317	P43699	NKX2-1
NM_013319	Q9Y5Z9	UBIAD1
NM_033219	Q14142	TRIM14
NM_004123	P09681	GIP
NM_000746	P36544	CHRNA7
NM_001005285	A6NND4	OR2AT4
NM_153695	Q7RTV3	ZNF367
NM_176812	Q9H444	CHMP4B
NM_002390	O75078	ADAM11
NM_152773	Q8WW35	DYNLT2B
NM_001128629	Q9NQU5	PAK6
NM_054114	Q8N103	TAGAP
NM_015888	Q9UJC3	HOOK1
NM_001142290	O60291	MGRN1
NM_000017	P16219	ACADS
NM_178511	C9JVW0	INAFM1
NM_178019	Q86XQ3	CATSPER3
NM_021130	P62937	PPIA
NM_001101404	A6NKC9	SH2D7
NM_001039592	Q99932	SPAG8
NM_080659	Q96A22	C11orf52
NM_002737	P17252	PRKCA
NM_003932	P50502	ST13
NM_024881	Q96K37	SLC35E1
NM_001199013	Q5TH74	STPG1
NM_001385260	Q93096	PTP4A1
NM_020700	Q9ULR3	PPM1H
NM_000359	P22735	TGM1
NM_001042679	P08134	RHOC
NM_175735	Q86SG7	LYG2
NM_013432	Q96HA7	TONSL
NM_001363140	Q16143	SNCB
NM_001012993	Q5JTZ5	C9orf152
NM_001010887	Q5QJU3	ACER2
NM_006014	Q14657	LAGE3
NM_000767	P20813	CYP2B6
NM_001142499	Q96CP2	FLYWCH2
NM_139241	Q96M96	FGD4
NM_001282427	P48736	PIK3CG
NM_024832	Q8TB24	RIN3
NM_001350565	Q5JTD0	TJAP1
NM_001024401	Q52WX2	SBK1
NM_001374400	Q06330	RBPJ
NM_001139466	O60907	TBL1X
NM_001005164	Q8NGJ4	OR52E2
NM_015912	Q49AJ0	FAM135B
NM_000938	P30876	POLR2B
NM_001080395	Q6ZMQ8	AATK
NM_015599	O95394	PGM3
NM_194449	O60346	PHLPP1
NM_020225	Q9P2F5	STOX2
NM_001866	P24311	COX7B
NM_022363	Q9H2C1	LHX5
NM_018129	Q9NVS9	PNPO
NM_020129	Q8TCE9	LGALS14
NM_001102469	Q5VXI9	LIPN
NM_001938	Q01658	DR1
NM_181514	Q7Z2W9	MRPL21
NM_031218	P35789	ZNF93
NM_133179	Q8WTP9	XAGE3
NM_020549	P28329	CHAT
NM_004309	P52565	ARHGDIA
NM_152906	Q6ICL3	TANGO2
NM_001195522	P0DKB6	MPC1L
NM_001377459	Q96S66	CLCC1
NM_003885	Q15078	CDK5R1
NM_012416	O60518	RANBP6
NM_001782	P21854	CD72
NM_001381866	P18754	RCC1
NM_001145513	Q12765	SCRN1
NM_012297	Q9UN86	G3BP2
NM_020860	Q9P246	STIM2
NM_012231	Q13029	PRDM2
NM_052963	Q969P6	TOP1MT
NM_020401	P57740	NUP107
NM_021253	Q9HCM9	TRIM39
NM_000669	P00326	ADH1C
NM_001366626	Q5HYL7	TMEM196
NM_138448	P14621	ACYP2
NM_001003681	Q9UGU5	HMGXB4
NM_030767	Q7Z591	AKNA
NM_003182	P20366	TAC1
NM_173494	Q9NQM4	DNAAF6
NM_001143780	Q9BZJ4	SLC25A39
NM_000955	P34995	PTGER1
NM_001082537	Q2MV58	TCTN1
NM_015013	O60341	KDM1A
NM_023943	Q6UXF1	TMEM108
NM_001128209	Q92629	SGCD
NM_052928	Q8IYR2	SMYD4
NM_001001998	Q01780	EXOSC10
NM_022131	Q9H4D0	CLSTN2
NM_207345	Q6UXN8	CLEC9A
NM_138800	Q96BQ3	TRIM43
NM_005998	P49368	CCT3
NM_001001888	Q9H321	VCX3B
NM_004782	O95721	SNAP29
NM_032620	Q969Y2	GTPBP3
NM_033305	Q96RL7	VPS13A
NM_052945	Q96RJ3	TNFRSF13C
NM_022450	Q96CC6	RHBDF1
NM_203411	Q6PEY1	TMEM88
NM_015905	O15164	TRIM24
NM_025203	Q9H6R7	WDCP
NM_001145418	Q96AY4	TTC28
NM_018202	Q8N5G2	MACO1
NM_006662	Q6ZRS2	SRCAP
NM_018225	Q2TAY7	SMU1
NM_144568	Q86T03	PIP4P1
NM_000524	P08908	HTR1A
NM_012427	Q9Y337	KLK5
NM_000358	Q15582	TGFBI
NM_032339	Q9BRT3	MIEN1
NM_018192	Q8IVL5	P3H2
NM_030930	Q9H1C4	UNC93B1
NM_024948	Q9H8M7	MINDY3
NM_001244134	P41279	MAP3K8
NM_139169	Q8WWH5	TRUB1
NM_001174051	Q9NY47	CACNA2D2
NM_001114176	Q6ZN18	AEBP2
NM_057161	Q9BQ90	KLHDC3
NM_012471	Q9UL62	TRPC5
NM_001128310	Q14515	SPARCL1
NM_001137560	Q8IW70	TMEM151B
NM_019893	Q9NR71	ASAH2
NM_001347855	Q8IZF3	ADGRF4
NM_002184	P40189	IL6ST
NM_016298	Q9UH90	FBXO40
NM_001105581	A6NM36	LRRC30
NM_178523	Q08AN1	ZNF616
NM_001080409	A8MXY4	ZNF99
NM_001080458	Q03828	EVX2
NM_198540	Q7Z7M8	B3GNT8
NM_001184825	P11464	PSG1
NM_030981	Q9H0U4	RAB1B
NM_004468	Q13643	FHL3
NM_024677	Q8NE18	NSUN7
NM_007175	O94905	ERLIN2
NM_138394	Q8WVV9	HNRNPLL
NM_002970	P21673	SAT1
NM_174908	Q8IVM0	CCDC50
NM_014820	O94826	TOMM70
NM_017791	Q9UPI3	FLVCR2
NM_153247	Q7RTT9	SLC29A4
NM_015541	Q96JA1	LRIG1
NM_001926	Q01524	DEFA6
NM_207319	Q6ZMV5	PPP4R3C
NM_000484	P05067	APP
NM_005398	Q9UQK1	PPP1R3C
NM_000723	Q02641	CACNB1
NM_032609	Q96KJ9	COX4I2
NM_176792	Q8N983	MRPL43
NM_194356	P32856	STX2
NM_005023	P53609	PGGT1B
NM_176816	Q86Z20	CCDC125
NM_000032	P22557	ALAS2
NM_198535	Q32M78	ZNF699
NM_001394414	Q8NFX7	STXBP6
NM_001387539	Q9HAR2	ADGRL3
NM_014673	Q15006	EMC2
NM_017491	O75083	WDR1
NM_004496	P55317	FOXA1
NM_001329788	Q8TCW7	ZPLD1
NM_002968	Q9NSC2	SALL1
NM_017658	Q9NXS3	KLHL28
NM_015393	Q6UWI2	PARM1
NM_005110	O94808	GFPT2
NM_001369379	Q99733	NAP1L4
NM_030758	Q969R2	OSBP2
NM_000116	Q16635	TAZ
NM_005565	Q13094	LCP2
NM_020405	Q8IUK5	PLXDC1
NM_001302826	Q6BCY4	CYB5R2
NM_001301873	Q9NRJ3	CCL28
NM_003783	O43825	B3GALT2
NM_133373	Q8N3E9	PLCD3
NM_022737	Q96GM1	PLPPR2
NM_002347	O94772	LY6H
NM_003612	O75326	SEMA7A
NM_004724	O43264	ZW10
NM_001354984	P22455	FGFR4
NM_080425	Q5JWF2	GNAS
NM_024532	Q8N0X2	SPAG16
NM_078629	Q8N5Y2	MSL3
NM_005434	Q13021	MALL
NM_002360	O60675	MAFK
NM_144586	Q8N2G4	LYPD1
NM_152556	Q1RMZ1	BMT2
NM_001258311	Q8N414	PGBD5
NM_003383	P98155	VLDLR
NM_033390	Q9C0D7	ZC3H12C
NM_033062	Q9BYR5	KRTAP4-2
NM_033419	Q96FM1	PGAP3
NM_025227	Q8N4F0	BPIFB2
NM_033482	Q96KW2	POM121L2
NM_175910	Q6ZR52	ZNF493
NM_001136503	O75264	SMIM24
NM_032824	Q96K49	TMEM87B
NM_032272	Q9H063	MAF1
NM_000792	P49895	DIO1
NM_001080474	A6NCI8	C2orf78
NM_001256106	Q93033	CD101
NM_005087	P51114	FXR1
NM_005931	Q29980	MICB
NM_152421	Q5VUD6	DIPK1B
NM_001004705	Q8NGI6	OR4D10
NM_016577	Q9NRW1	RAB6B
NM_001085487	Q5VVJ2	MYSM1
NM_017842	Q6P1K1	SLC48A1
NM_001348426	Q9UQR1	ZNF148
NM_001010926	Q5TA89	HES5
NM_001109660	Q96LL3	FIMP
NM_020650	Q96D15	RCN3
NM_003930	O75563	SKAP2
NM_018106	Q9NPG8	ZDHHC4
NM_000851	P46439	GSTM5
NM_001012277	Q5VXH5	PRAMEF7
NM_172027	Q969K4	ABTB1
NM_031281	Q96RD9	FCRL5
NM_145648	Q8N697	SLC15A4
NM_015425	O95602	POLR1A
NM_003316	P53804	TTC3
NM_174897	Q8NFQ5	BPIFB6
NM_006040	Q9Y661	HS3ST4
NM_147180	Q96LZ3	PPP3R2
NM_000797	P21917	DRD4
NM_006073	Q13061	TRDN
NM_005967	Q15742	NAB2
NM_183238	Q86T29	ZNF605
NM_004746	O14490	DLGAP1
NM_015698	Q92917	GPKOW
NM_001864	P24310	COX7A1
NM_002078	Q13439	GOLGA4
NM_006897	P31274	HOXC9
NM_001078173	Q17RB0	RTL8B
NM_133466	Q8N141	ZFP82
NM_015188	O60347	TBC1D12
NM_000980	Q02543	RPL18A
NM_000679	P35368	ADRA1B
NM_033051	Q9BY10	SLC46A2
NM_175881	Q8IXM7	ODF3L1
NM_007107	Q9UNL2	SSR3
NM_177550	Q86YT5	SLC13A5
NM_017510	Q9BVK6	TMED9
NM_001010917	Q2TAP0	GOLGA7B
NM_020677	Q9HBL8	NMRAL1
NM_006312	Q9Y618	NCOR2
NM_018294	Q69YN2	CWF19L1
NM_001136203	Q96CT7	CCDC124
NM_000258	P08590	MYL3
NM_020633	Q9GZP7	VN1R1
NM_006763	P78543	BTG2
NM_022042	Q9H2B4	SLC26A1
NM_001446	O15540	FABP7
NM_003827	P54920	NAPA
NM_001261413	Q13561	DCTN2
NM_002009	P21781	FGF7
NM_022830	Q9H6E5	TUT1
NM_182911	Q9BZW7	TSGA10
NM_001351	Q92904	DAZL
NM_024494	Q93097	WNT2B
NM_001080524	A8MZG2	C16orf90
NM_007186	Q9BV73	CEP250
NM_175619	Q86SH2	ZAR1
NM_025083	Q96F86	EDC3
NM_021252	Q9NP72	RAB18
NM_001006946	P18827	SDC1
NM_005929	P08582	MELTF
NM_000255	P22033	MMUT
NM_015956	Q9BYD3	MRPL4
NM_005431	O43543	XRCC2
NM_014857	Q5R372	RABGAP1L
NM_015969	Q9Y2R5	MRPS17
NM_018242	Q96FL8	SLC47A1
NM_016184	Q9UMR7	CLEC4A
NM_015028	Q9UKE5	TNIK
NM_001386823	A8MXE2	B3GALT9
NM_018320	Q9H920	RNF121
NM_001077639	Q6UWF7	NXPE4
NM_006495	P34910	EVI2B
NM_178857	Q8IWN7	RP1L1
NM_001130012	Q15599	SLC9A3R2
NM_152416	Q330K2	NDUFAF6
NM_003177	P43405	SYK
NM_001080836	Q5JSS6	MEIG1
NM_000841	Q14833	GRM4
NM_020741	Q9ULG3	CFAP92
NM_001256872	P0C7I0	USP17L8
NM_032319	Q9BSG0	PRADC1
NM_001127240	Q96PG8	BBC3
NM_021019	P60660	MYL6
NM_001331036	Q15723	ELF2
NM_006910	Q7Z6E9	RBBP6
NM_017570	O14841	OPLAH
NM_004171	P43004	SLC1A2
NM_181741	O43929	ORC4
NM_001110357	P60153	RNASE9
NM_024565	Q8IV13	CCNJL
NM_006291	Q03169	TNFAIP2
NM_015725	Q9NYR8	RDH8
NM_005730	O14595	CTDSP2
NM_032839	Q96SL1	SLC49A4
NM_016206	A8MV65	VGLL3
NM_013267	Q9UI32	GLS2
NM_001034850	Q9H6L5	RETREG1
NM_024956	Q0P6H9	TMEM62
NM_001099269	Q5JVG8	ZNF506
NM_000362	P35625	TIMP3
NM_016390	Q5T280	SPOUT1
NM_018161	Q6IA69	NADSYN1
NM_001079521	Q86UP2	KTN1
NM_001282	P63010	AP2B1
NM_014886	O95478	NSA2
NM_174952	Q8N412	STPG2
NM_033030	Q8N9W6	BOLL
NM_001385472	Q86T75	NBPF11
NM_006274	Q99731	CCL19
NM_001612	P26436	ACRV1
NM_152409	Q7Z6I8	C5orf24
NM_001205293	Q15878	CACNA1E
NM_022111	Q9HAW4	CLSPN
NM_000906	P16066	NPR1
NM_003576	Q9Y6E0	STK24
NM_000055	P06276	BCHE
NM_057088	P12035	KRT3
NM_023018	O95544	NADK
NM_017815	Q9H6D7	HAUS4
NM_182530	Q96LU7	MYRFL
NM_016943	Q9NYW6	TAS2R3
NM_178148	Q8TB61	SLC35B2
NM_001009611	O60810	PRAMEF4
NM_001144757	P05408	SCG5
NM_020707	Q9HCP6	HHATL
NM_181539	Q7Z3Y9	KRT26
NM_005051	P47897	QARS1
NM_001005207	O94972	TRIM37
NM_000956	P43116	PTGER2
NM_133450	Q6ZW76	ANKS3
NM_002178	P24592	IGFBP6
NM_014026	Q96C86	DCPS
NM_003090	P09661	SNRPA1
NM_133448	Q14C87	TMEM132D
NM_145719	Q6B0B8	TIGD3
NM_058166	Q9C030	TRIM6
NM_002689	Q14181	POLA2
NM_002712	Q15435	PPP1R7
NM_018046	Q8N302	AGGF1
NM_152289	Q8N587	ZNF561
NM_001093725	A1L020	MEX3A
NM_000064	P01024	C3
NM_002115	P52790	HK3
NM_152468	Q8IU68	TMC8
NM_017575	Q86US8	SMG6
NM_012393	O15067	PFAS
NM_013286	Q8NDT2	RBM15B
NM_002741	Q16512	PKN1
NM_001396011	A0A1B0GTJ6	LOC101059948
NM_001321048	P54277	PMS1
NM_003866	O15327	INPP4B
NM_013312	Q96ED9	HOOK2
NM_001384721	Q9H1C3	GLT8D2
NM_173352	Q8N1N4	KRT78
NM_005557	P08779	KRT16
NM_001199179	P98194	ATP2C1
NM_014647	Q9Y4F3	MARF1
NM_020645	Q9NQ35	NRIP3
NM_002098	Q9UMX6	GUCA1B
NM_012098	Q9UKU9	ANGPTL2
NM_003408	Q9Y6Q3	ZFP37
NM_032991	P42574	CASP3
NM_004519	O43525	KCNQ3
NM_145888	O43240	KLK10
NM_005269	P08151	GLI1
NM_000861	P35367	HRH1
NM_001126	P30520	ADSS2
NM_002218	Q14624	ITIH4
NM_014516	O75175	CNOT3
NM_003802	Q9UKX3	MYH13
NM_058222	Q96PL2	TECTB
NM_018071	Q8TER5	ARHGEF40
NM_006931	P11169	SLC2A3
NM_003855	Q13478	IL18R1
NM_001128141	P16444	DPEP1
NM_031900	Q9BYV1	AGXT2
NM_001077619	Q14CS0	UBXN2B
NM_145203	Q8N752	CSNK1A1L
NM_000911	P41143	OPRD1
NM_001385057	O95741	CPNE6
NM_032999	P78347	GTF2I
NM_001100624	Q96H22	CENPN
NM_000196	P80365	HSD11B2
NM_199287	Q6PK04	CCDC137
NM_144710	Q9P0V9	SEPTIN10
NM_015859	P52655	GTF2A1
NM_015101	Q8IYK4	COLGALT2
NM_080832	Q96DU9	PABPC5
NM_001142930	Q9BZZ5	API5
NM_001039792	Q6UXD1	HRCT1
NM_004846	O60573	EIF4E2
NM_016068	Q9Y3D6	FIS1
NM_018268	Q9HAD4	WDR41
NM_014500	O43719	HTATSF1
NM_021818	Q9H4B6	SAV1
NM_001031720	Q8NEC7	GSTCD
NM_014814	Q15008	PSMD6
NM_174901	Q8IZT9	FAM9C
NM_001267574	Q99613	EIF3C
NM_001204077	Q14139	UBE4A
NM_001369030	O43307	ARHGEF9
NM_139018	Q8TDQ1	CD300LF
NM_145239	Q7Z6L0	PRRT2
NM_133625	Q92777	SYN2
NM_016539	Q8N6T7	SIRT6
NM_002781	Q15238	PSG5
NM_173480	Q68EA5	ZNF57
NM_000982	P46778	RPL21
NM_000785	O15528	CYP27B1
NM_133471	Q6NYC8	PPP1R18
NM_001007022	Q9ULJ1	ODF2L
NM_001543	P52848	NDST1
NM_016100	P61599	NAA20
NM_173602	Q9P265	DIP2B
NM_005481	Q9Y2X0	MED16
NM_001330452	Q96DY2	IQCD
NM_004625	O00755	WNT7A
NM_016951	Q9UBR5	CKLF
NM_032776	Q15652	JMJD1C
NM_182947	Q86VW2	ARHGEF25
NM_003283	P13805	TNNT1
NM_004198	Q15825	CHRNA6
NM_139164	Q96DR4	STARD4
NM_014660	O94880	PHF14
NM_001008783	Q5M8T2	SLC35D3
NM_024616	Q5BVD1	TTMP
NM_018362	Q9NUP9	LIN7C
NM_152429	Q8TAT2	FGFBP3
NM_003325	P54198	HIRA
NM_001394151	Q8TCY0	SMIM11B
NM_014830	O15060	ZBTB39
NM_024007	Q9UH73	EBF1
NM_033551	Q6PKG0	LARP1
NM_001005196	Q96RC9	OR8B4
NM_001136205	Q719H9	KCTD1
NM_016045	Q9Y3B1	PRELID3B
NM_138454	Q96CM4	NXNL1
NM_032632	P51003	PAPOLA
NM_000820	Q14393	GAS6
NM_019044	Q567U6	CCDC93
NM_153253	Q96FS4	SIPA1
NM_001639	P02743	APCS
NM_177444	Q86W92	PPFIBP1
NM_018273	Q96AN5	TMEM143
NM_002695	P19388	POLR2E
NM_025258	Q9Y334	VWA7
NM_018306	Q8WWA1	TMEM40
NM_006760	O00526	UPK2
NM_006109	O14744	PRMT5
NM_018467	Q9NZ43	USE1
NM_006839	Q16891	IMMT
NM_001433	O75460	ERN1
NM_001195427	Q01130	SRSF2
NM_001017526	P85298	ARHGAP8
NM_000041	P02649	APOE
NM_138349	Q8NBR0	TP53I13
NM_173469	Q8WVN8	UBE2Q2
NM_006271	P23297	S100A1
NM_005456	Q9UQF2	MAPK8IP1
NM_022553	Q8N1B4	VPS52
NM_203458	P0DPK4/Q7Z3S9	NOTCH2NLC/NOTCH2NLA
NM_152347	Q8IY85	EFCAB13
NM_032881	Q969L4	LSM10
NM_134261	P35398	RORA
NM_033267	Q9BZI1	IRX2
NM_001886	P53673	CRYBA4
NM_032334	Q9BRU9	UTP23
NM_017986	Q9NWF4	SLC52A1
NM_003987	Q02962	PAX2
NM_001323517	P02753	RBP4
NM_018092	Q8NC67	NETO2
NM_207585	P48551	IFNAR2
NM_001394787	A4D1Z8	GRIFIN
NM_001282998	P52736	ZNF133
NM_001320910	Q06547	GABPB1
NM_016478	Q86WB0	ZC3HC1
NM_078468	Q9P287	BCCIP
NM_001655	P48444	ARCN1
NM_152892	Q9UFC0	LRWD1
NM_206933	O75445	USH2A
NM_001124758	Q8IVW8	SPNS2
NM_198514	Q8NBF2	NHLRC2
